Rk|Coach|From|To|Last School|Yrs|G|W|L|T|Pct|BG|BW|BL|BT|BPct|Notes
98|John McLaughry|1959|1966|Brown|8|71|17|51|3|.261|0|0|0|0||
99|Dutch McLean|1921|1925|Newberry|5|42|20|21|1|.488|0|0|0|0||
100|John McLean|1903|1905|Missouri|3|27|9|17|1|.352|0|0|0|0||
101|Greg McMackin|2008|2011|Hawaii|4|54|29|25|0|.537|2|0|2|0|.000|
102|Mark McMahon|1903|1903|Oklahoma|1|12|5|4|3|.542|0|0|0|0||
103|Johnnie McMillan|1945|1954|Citadel|3|28|6|19|3|.268|1|0|1|0|.000|
104|Lonnie McMillan|1944|1945|Presbyterian|2|16|4|12|0|.250|0|0|0|0||
105|Bo McMillin|1928|1947|Indiana|20|173|92|69|12|.566|0|0|0|0||
106|Joe McMullen|1969|1970|San Jose State|2|13|3|10|0|.231|0|0|0|0||
107|William McMurray|1905|1905|Wyoming|1|7|3|4|0|.429|0|0|0|0||
108|Y.C. McNease|1968|1969|Idaho|2|20|7|13|0|.350|0|0|0|0||
109|Ruffin McNeill|2009|2015|East Carolina|7|77|43|34|0|.558|5|2|3|0|.400|
110|Robert McNeish|1948|1950|Virginia Tech|3|29|1|25|3|.086|0|0|0|0||
111|John McVay|1965|1972|Dayton|8|82|37|41|4|.476|0|0|0|0||
112|James McWeeney|1899|1899|Notre Dame|1|10|6|3|1|.650|0|0|0|0||
113|Mac McWhorter|2001|2001|Georgia Tech|1|1|1|0|0|1.000|1|1|0|0|1.000|
114|David McWilliams|1986|1991|Texas|6|68|38|30|0|.559|3|1|2|0|.333|
115|Tefler Meade|1922|1934|Western State|9|64|23|38|3|.383|0|0|0|0||
116|Jack Meagher|1929|1944|Iowa Pre-Flight|15|158|84|64|10|.563|2|1|0|1|.750|
117|Hal Medford|1917|1917|Tulsa|1|9|0|8|1|.056|0|0|0|0||
118|Chick Meehan|1920|1937|Manhattan|6|57|41|11|5|.763|0|0|0|0||
119|Bill Meek|1951|1973|Utah|17|173|78|88|7|.471|0|0|0|0||record adjusted to 77-90-6 by NCAA
120|Harry Mehre|1928|1945|Mississippi|17|165|98|60|7|.615|0|0|0|0||
121|George Melinkovich|1949|1950|Utah State|2|21|5|16|0|.238|0|0|0|0||
122|Bronco Mendenhall|2005|2019|Virginia|15|194|124|70|0|.639|14|7|7|0|.500|
123|Edwin Merrick|1951|1965|Richmond|15|146|53|87|6|.384|0|0|0|0||
124|E.S. Merrill|1903|1903|Colorado College|1|9|4|5|0|.444|0|0|0|0||
125|Johnny Merriman|1944|1945|Coast Guard|2|17|6|10|1|.382|0|0|0|0||
126|John Merritt|1977|1977|Tennessee State|1|10|8|1|1|.850|0|0|0|0||
127|Bernard Mertes|1955|1959|Kansas State|5|50|15|34|1|.310|0|0|0|0||
128|W.E. Metzenthin|1907|1908|Texas|2|17|11|5|1|.676|0|0|0|0||
129|Sol Metzger|1904|1924|South Carolina|11|102|64|33|5|.652|0|0|0|0||
130|Dutch Meyer|1934|1952|Texas Christian|19|201|109|79|13|.575|7|3|4|0|.429|
131|Ron Meyer|1976|1981|Southern Methodist|6|67|34|32|1|.515|1|0|1|0|.000|
132|Urban Meyer|2001|2018|Ohio State|17|219|187|32|0|.854|15|12|3|0|.800|
133|Joe Meyers|1899|1899|Iowa State|1|10|5|4|1|.550|0|0|0|0||
134|Bill Michael|1977|1981|Texas-El Paso|5|48|5|43|0|.104|0|0|0|0||
135|Al Michaels|1971|1971|North Carolina State|1|11|3|8|0|.273|0|0|0|0||
136|Mike Michalske|1942|1946|Iowa State|5|39|18|18|3|.500|0|0|0|0||
137|John Michelosen|1955|1965|Pittsburgh|11|112|56|49|7|.531|2|0|2|0|.000|
138|Dennis Michie|1892|1892|Army|1|5|3|1|1|.700|0|0|0|0||
139|C.P. Miles|1905|1906|Virginia Tech|2|19|14|3|2|.789|0|0|0|0||
140|Les Miles|2001|2019|Kansas|17|209|145|64|0|.694|15|9|6|0|.600|
141|Trent Miles|2013|2016|Georgia State|4|47|9|38|0|.191|1|0|1|0|.000|
142|Frank Millburn|1926|1930|Montana|5|43|18|22|3|.453|0|0|0|0||
143|F.S. Miller|1929|1932|Wake Forest|4|37|18|15|4|.541|0|0|0|0||
144|Gus Miller|1942|1946|West Texas A&M|4|31|16|15|0|.516|0|0|0|0||
145|Henry Miller|1930|1932|Temple|3|28|20|5|3|.768|0|0|0|0||
146|Jim Miller|1959|1967|Boston College|9|86|52|34|0|.605|0|0|0|0||
147|John Miller|1919|1919|Missouri|1|8|5|1|2|.750|0|0|0|0||
148|Rip Miller|1931|1933|Navy|3|29|12|15|2|.448|0|0|0|0||
149|Floyd Millet|1942|1942|Brigham Young|1|7|2|5|0|.286|0|0|0|0||
150|Walter Milligan|1947|1949|Pittsburgh|3|27|13|14|0|.481|0|0|0|0||
151|Chuck Mills|1967|1977|Wake Forest|11|117|49|66|2|.427|0|0|0|0||
152|Enoch Mills|1908|1909|Baylor|2|16|8|8|0|.500|0|0|0|0||
153|Joe Mills|1918|1919|Colorado|2|11|4|6|1|.409|0|0|0|0||
154|Tommy Mills|1930|1932|Georgetown|3|29|11|16|2|.414|0|0|0|0||
155|Jack Minds|1898|1898|Minnesota|1|9|4|5|0|.444|0|0|0|0||
156|Rick Minter|1994|2003|Cincinnati|10|117|53|63|1|.457|4|1|3|0|.250|
157|Hal Mitchell|1961|1963|Brigham Young|3|30|8|22|0|.267|0|0|0|0||
158|Jack Mitchell|1953|1966|Kansas|14|140|74|59|7|.554|1|1|0|0|1.000|record adjusted to 73-60-7 by NCAA
159|Odus Mitchell|1953|1966|North Texas|14|139|69|63|7|.522|1|0|1|0|.000|
160|Gary Moeller|1977|1994|Michigan|8|93|50|37|6|.570|5|4|1|0|.800|
161|Joe Moglia|2018|2018|Coastal Carolina|1|12|5|7|0|.417|0|0|0|0||
162|Al Molde|1987|1996|Western Michigan|10|111|62|47|2|.568|1|0|1|0|.000|
163|Jack Mollenkopf|1956|1969|Purdue|14|132|84|39|9|.670|1|1|0|0|1.000|
164|Charley Molnar|2012|2013|Massachusetts|2|24|2|22|0|.083|0|0|0|0||
165|Bill Mondt|1974|1979|New Mexico|6|69|32|36|1|.471|0|0|0|0||
166|W.J. Monilaw|1903|1908|Missouri|5|42|28|13|1|.679|0|0|0|0||
167|Jeff Monken|2014|2019|Army|6|76|40|36|0|.526|3|3|0|0|1.000|
168|Todd Monken|2013|2015|Southern Mississippi|3|38|13|25|0|.342|1|0|1|0|.000|
169|Tommy Mont|1956|1958|Maryland|3|30|11|18|1|.383|0|0|0|0||
170|Philip Montgomery|2015|2019|Tulsa|5|62|25|37|0|.403|2|1|1|0|.500|
171|Scottie Montgomery|2016|2018|East Carolina|3|35|9|26|0|.257|0|0|0|0||
172|Shane Montgomery|2005|2008|Miami (OH)|4|48|17|31|0|.354|0|0|0|0||
173|Lee Moon|1985|1985|Kansas State|1|9|1|8|0|.111|0|0|0|0||
174|Andrew Moore|1945|1948|Chattanooga|4|37|18|19|0|.486|0|0|0|0||
175|Bernie Moore|1935|1947|Louisiana State|13|128|83|39|6|.672|5|1|3|1|.300|
176|Bud Moore|1975|1978|Kansas|4|45|17|27|1|.389|1|0|1|0|.000|record adjusted to 18-26-1 by NCAA
177|Jerry Moore|1979|1985|Texas Tech|7|77|27|48|2|.364|0|0|0|0||
178|Joe Moorhead|2018|2019|Mississippi State|2|26|14|12|0|.538|2|0|2|0|.000|
179|John Moorhead|1907|1907|Pittsburgh|1|10|8|2|0|.800|0|0|0|0||
180|Jim Mora|2012|2017|UCLA|6|76|46|30|0|.605|4|2|2|0|.500|
181|Charley Moran|1909|1923|Centre|11|99|80|14|5|.833|3|2|1|0|.667|
182|J.P. Moran|1943|1943|South Carolina|1|7|5|2|0|.714|0|0|0|0||
183|David Morey|1925|1927|Auburn|3|21|10|10|1|.500|0|0|0|0||
184|Dell Morgan|1946|1950|Texas Tech|5|55|31|24|0|.564|2|0|2|0|.000|
185|William Morley|1902|1905|Columbia|4|40|26|11|3|.688|0|0|0|0||
186|Chad Morris|2015|2019|Arkansas|5|59|18|41|0|.305|1|0|1|0|.000|
187|L.N. Morris|1896|1896|Lehigh|1|7|2|5|0|.286|0|0|0|0||
188|Joe Morrison|1973|1988|South Carolina|16|180|101|72|7|.581|3|0|3|0|.000|
189|Ray Morrison|1916|1948|Temple|29|274|142|99|33|.578|1|0|1|0|.000|
190|Guy Morriss|2001|2007|Baylor|7|81|27|54|0|.333|0|0|0|0||
191|D.C. Morrow|1908|1925|Washington & Jefferson|8|76|52|19|5|.717|0|0|0|0||
192|Don Morton|1985|1989|Wisconsin|5|55|19|36|0|.345|0|0|0|0||
193|Slick Morton|1947|1951|Mississippi State|5|45|17|26|2|.400|0|0|0|0||
194|Frank Moseley|1951|1960|Virginia Tech|10|100|54|42|4|.560|0|0|0|0||
195|Leslie Moser|1916|1917|Wofford|2|18|7|11|0|.389|0|0|0|0||
196|Bubs Mosley|1914|1919|Baylor|6|52|30|18|4|.615|0|0|0|0||
197|Wendell Mosley|1977|1977|Texas Southern|1|11|6|4|1|.591|0|0|0|0||
198|Perry Moss|1959|1968|Marshall|2|20|4|15|1|.225|0|0|0|0||
199|Arthur Mosse|1905|1913|Kansas|3|28|19|9|0|.679|0|0|0|0||
200|Maurice Moulder|1940|1942|Northern Arizona|3|22|6|16|0|.273|0|0|0|0||
201|Wallace Moyle|1891|1897|Brown|7|75|34|38|3|.473|0|0|0|0||
202|Darrell Mudra|1967|1975|Florida State|4|43|15|27|1|.360|1|0|1|0|.000|
203|Dan Mullen|2009|2019|Florida|11|141|90|51|0|.638|9|7|2|0|.778|
204|Tuffy Mullison|1956|1961|Colorado State|6|60|19|40|1|.325|0|0|0|0||
205|John Mumford|2003|2003|Army|1|7|0|7|0|.000|0|0|0|0||
206|Hal Mumme|1997|2008|New Mexico State|8|95|31|64|0|.326|2|0|2|0|.000|
207|George Munger|1938|1953|Pennsylvania|16|134|82|42|10|.649|0|0|0|0||
208|Biggie Munn|1946|1953|Michigan State|8|74|58|14|2|.797|1|1|0|0|1.000|
209|Billy Murphy|1960|1971|Memphis|12|117|81|35|1|.697|1|1|0|0|1.000|
210|Fred Murphy|1901|1926|Kentucky|12|90|42|43|5|.494|0|0|0|0||
211|Gene Murphy|1980|1992|Cal State Fullerton|13|149|59|89|1|.399|1|0|1|0|.000|record adjusted to 60-88-1 by NCAA
212|Jack Murphy|1971|1976|Toledo|6|67|35|32|0|.522|1|1|0|0|1.000|
213|Tim Murphy|1989|1993|Cincinnati|5|55|17|37|1|.318|0|0|0|0||
214|Bill Murray|1951|1965|Duke|15|153|93|51|9|.637|3|2|1|0|.667|
215|Frank Murray|1927|1949|Virginia|23|203|111|82|10|.571|1|0|1|0|.000|
216|Will Muschamp|2011|2019|South Carolina|8|100|54|46|0|.540|5|3|3|0|.500|
217|Jack Musick|1966|1974|Cornell|9|81|45|33|3|.574|0|0|0|0||
218|Steve Musseau|1965|1967|Idaho|3|30|13|17|0|.433|0|0|0|0||
219|A.T. Myers|1909|1909|Wake Forest|1|6|2|4|0|.333|0|0|0|0||
220|Denny Myers|1941|1950|Boston College|7|66|35|27|4|.561|1|0|1|0|.000|
221|Jim Myers|1957|1961|Texas A&M|5|50|16|29|5|.370|0|0|0|0||
222|Moose Myers|1953|1960|Pacific|8|77|39|33|5|.539|0|0|0|0||
223|Hook Mylin|1934|1949|New York University|7|64|27|33|4|.453|1|1|0|0|1.000|
1|Walt Nadzak|1979|1979|Connecticut|1|11|3|6|2|.364|0|0|0|0||
2|Chris Naeole|2015|2015|Hawaii|1|4|1|3|0|.250|0|0|0|0||
3|Ray Nagel|1958|1970|Iowa|13|132|58|71|3|.451|1|1|0|0|1.000|
4|Billy Napier|2018|2019|Louisiana|2|28|18|10|0|.643|2|1|1|0|.500|
5|Pat Narduzzi|2015|2019|Pittsburgh|5|65|36|29|0|.554|4|1|3|0|.250|
6|Bob Naso|1980|1981|Columbia|2|20|2|18|0|.100|0|0|0|0||
7|Frank Navarro|1968|1981|Princeton|10|92|34|53|5|.397|0|0|0|0||
8|Greasy Neale|1921|1933|West Virginia|11|107|56|41|10|.570|1|0|0|1|.500|
9|O.E. Neale|1930|1931|Virginia Tech|2|18|8|7|3|.528|0|0|0|0||
10|Jess Neely|1931|1966|Rice|36|363|187|159|17|.539|7|4|3|0|.571|
11|John Neff|1909|1911|South Carolina|3|23|12|9|2|.565|0|0|0|0||
12|Don Nehlen|1968|2000|West Virginia|30|338|202|128|8|.609|13|4|9|0|.308|
13|Fred Neilson|1908|1911|Georgetown|3|27|21|3|3|.833|0|0|0|0||
14|Harry Nelly|1908|1910|Army|3|22|15|5|2|.727|0|0|0|0||
15|Corky Nelson|1982|1982|North Texas|1|11|2|9|0|.182|0|0|0|0||
16|Spike Nelson|1938|1941|Yale|2|18|5|13|0|.278|0|0|0|0||
17|Mike Neu|2016|2019|Ball State|4|48|15|33|0|.313|0|0|0|0||
18|Rick Neuheisel|1995|2011|UCLA|12|145|87|58|0|.600|8|5|3|0|.625|
19|Newell|1895|1896|Tufts|2|22|10|11|1|.477|0|0|0|0||
20|Garish Newell|1901|1901|Trinity (CT)|1|8|1|6|1|.188|0|0|0|0||
21|Marshall Newell|1894|1895|Cornell|2|19|9|8|2|.526|0|0|0|0||
22|William Newman|1909|1909|Georgetown|1|6|3|2|1|.583|0|0|0|0||
23|Doc Newton|1940|1944|South Carolina|2|18|6|10|2|.389|0|0|0|0||
24|Samuel Newton|1896|1911|Lehigh|11|128|76|50|2|.602|0|0|0|0||
25|Bob Neyland|1926|1952|Tennessee|21|216|173|31|12|.829|7|2|5|0|.286|
26|John Nicholson|1921|1922|Sewanee|2|16|9|6|1|.594|0|0|0|0||
27|Windy Nicklaus|1946|1946|West Texas A&M|1|3|2|1|0|.667|0|0|0|0||
28|Jerry Nissen|1917|1917|Montana|1|5|1|4|0|.200|0|0|0|0||
29|Ken Niumatalolo|2007|2019|Navy|13|158|98|60|0|.620|11|6|5|0|.545|
30|Charles Noble|1916|1922|Mississippi State|2|16|7|7|2|.500|0|0|0|0||
31|Dennis Nolan|1902|1902|Army|1|8|6|1|1|.813|0|0|0|0||
32|Lonnie Noojin|1912|1912|Samford|1|7|1|6|0|.143|0|0|0|0||
33|Gary Nord|2000|2003|Texas-El Paso|4|48|14|34|0|.292|1|0|1|0|.000|
34|Nelson Norgren|1914|1917|Utah|4|24|13|11|0|.542|0|0|0|0||
35|Homer Norton|1930|1947|Texas A&M|18|185|111|59|15|.641|5|2|2|1|.500|
36|W.G. Norton|1894|1894|Brown|1|15|10|5|0|.667|0|0|0|0||
37|Jay Norvell|2017|2019|Nevada|3|38|18|20|0|.474|2|1|1|0|.500|
38|Mike Norvell|2016|2019|Memphis|4|54|38|16|0|.704|4|0|4|0|.000|
39|Joe Novak|1996|2007|Northern Illinois|12|139|63|76|0|.453|2|1|1|0|.500|
40|Paul Noyes|1893|1893|Northwestern|1|10|2|5|3|.350|0|0|0|0||
41|Thomas Nugent|1949|1965|Maryland|16|162|84|75|3|.528|2|0|2|0|.000|
42|Wayne Nunnely|1986|1989|Nevada-Las Vegas|4|44|19|25|0|.432|0|0|0|0||
43|Houston Nutt|1997|2011|Mississippi|15|184|103|81|0|.560|9|4|5|0|.444|
1|Tommy O'Boyle|1962|1965|Tulane|4|40|6|33|1|.163|0|0|0|0||
2|Bill O'Brien|2012|2013|Penn State|2|24|15|9|0|.625|0|0|0|0||
3|Harry O'Brien|1916|1921|Citadel|5|33|14|15|4|.485|0|0|0|0||
4|Tom O'Brien|1997|2012|North Carolina State|16|195|115|80|0|.590|10|8|2|0|.800|
5|Mike O'Cain|1993|1999|North Carolina State|7|81|41|40|0|.506|3|1|2|0|.333|
6|John O'Connor|1904|1904|Virginia Tech|1|8|5|3|0|.625|0|0|0|0||
7|Patrick O'Dea|1900|1902|Missouri|3|28|19|7|2|.714|0|0|0|0||
8|Cleo O'Donnell|1916|1917|Purdue|2|14|5|8|1|.393|0|0|0|0||
9|George O'Hearn|1906|1906|Massachusetts|1|9|1|7|1|.167|0|0|0|0||
10|George O'Leary|1994|2015|Central Florida|20|234|133|101|0|.568|11|5|6|0|.455|
11|Buck O'Neill|1905|1922|Columbia|3|26|12|14|0|.462|0|0|0|0||
12|Bunny Oakes|1931|1946|Wyoming|12|100|39|57|4|.410|1|0|1|0|.000|
13|Eugene Oberst|1929|1930|Washington & Lee|2|19|6|11|2|.368|0|0|0|0||
14|Howard Odell|1942|1952|Washington|11|102|58|40|4|.588|0|0|0|0||
15|Robert Odell|1965|1970|Pennsylvania|6|54|24|29|1|.454|0|0|0|0||
16|William Odlin|1893|1893|Brown|1|9|6|3|0|.667|0|0|0|0||
17|Barry Odom|2016|2019|Missouri|4|50|25|25|0|.500|2|0|2|0|.000|
18|Dick Offenhamer|1962|1965|Buffalo|4|37|20|13|4|.595|0|0|0|0||
19|Harold Ofstie|1924|1924|Centre|1|7|5|1|1|.786|0|0|0|0||
20|Walter Okeson|1900|1900|Lehigh|1|11|5|6|0|.455|0|0|0|0||
21|H.B. Olcott|1902|1903|North Carolina|2|18|11|4|3|.694|0|0|0|0||
22|Herman Olcott|1915|1917|Kansas|3|24|16|7|1|.688|0|0|0|0||
23|Jordan Olivar|1943|1962|Yale|20|182|111|63|8|.632|2|1|1|0|.500|
24|Bill Oliver|1980|1998|Auburn|3|27|17|9|1|.648|0|0|0|0||
25|Tex Oliver|1933|1946|Oregon|11|101|55|39|7|.579|0|0|0|0||
26|Al Onofrio|1971|1977|Missouri|7|79|38|41|0|.481|2|1|1|0|.500|
27|Bennie Oosterbaan|1948|1958|Michigan|11|100|63|33|4|.650|1|1|0|0|1.000|
28|Ed Orgeron|2005|2019|Louisiana State|8|92|56|36|0|.609|5|5|1|0|.833|
29|Tom Osborne|1973|1997|Nebraska|25|307|255|49|3|.836|25|12|13|0|.480|
30|William Osmanski|1948|1949|Holy Cross|2|20|6|14|0|.300|0|0|0|0||
31|Bob Otolski|1981|1981|Illinois State|1|10|3|7|0|.300|0|0|0|0||
32|John Outland|1901|1905|Washburn|2|20|10|8|2|.550|0|0|0|0||
33|Bennie Owen|1905|1926|Oklahoma|17|150|93|45|12|.660|0|0|0|0||
34|Bob Owens|1979|1979|Arizona State|1|7|3|4|0|.429|0|0|0|0||
35|Jim Owens|1957|1974|Washington|18|187|99|82|6|.545|3|2|1|0|.667|
36|Lee Owens|1995|2003|Akron|9|101|40|61|0|.396|0|0|0|0||
37|Jack Owsley|1905|1925|Navy|2|18|15|2|1|.861|0|0|0|0||
1|Bill Pace|1967|1972|Vanderbilt|6|63|22|38|3|.373|0|0|0|0||
2|Bob Padilla|1978|1979|Fresno State|2|22|7|15|0|.318|0|0|0|0||
3|John Page|1905|1905|Beloit|1|10|3|6|1|.350|0|0|0|0||
4|Pat Page|1926|1930|Indiana|5|41|14|24|3|.378|0|0|0|0||
5|Norman Paine|1917|1920|Iowa State|3|20|12|7|1|.625|0|0|0|0||
6|Skip Palrang|1940|1942|Creighton|3|29|16|11|2|.586|0|0|0|0||
7|Fred Pancoast|1972|1978|Vanderbilt|7|77|33|43|1|.435|0|0|0|0||
8|Bill Parcells|1978|1978|Air Force|1|11|3|8|0|.273|0|0|0|0||
9|Jack Pardee|1987|1989|Houston|3|34|22|11|1|.662|1|0|1|0|.000|
10|Gerad Parker|2016|2016|Purdue|1|6|0|6|0|.000|0|0|0|0||
11|Red Parker|1966|1976|Clemson|11|117|56|59|2|.487|0|0|0|0||
12|Arthur Parmalee|1930|1932|Army|3|32|25|5|2|.813|0|0|0|0||
13|Joe Parrish|1914|1914|Newberry|1|9|5|3|1|.611|0|0|0|0||
14|Stan Parrish|1986|2013|Eastern Michigan|7|61|9|51|1|.156|1|0|1|0|.000|
15|Ara Parseghian|1956|1974|Notre Dame|19|188|131|52|5|.710|5|3|2|0|.600|
16|Poss Parsons|1917|1921|Colorado College|4|30|18|10|2|.633|0|0|0|0||
17|Charlie Partridge|2014|2016|Florida Atlantic|3|36|9|27|0|.250|0|0|0|0||
18|Paul Pasqualoni|1991|2013|Connecticut|17|195|117|77|1|.603|9|6|3|0|.667|record adjusted to 111-77-1 by NCAA
19|Joe Paterno|1966|2011|Penn State|46|548|409|136|3|.749|37|24|12|1|.662|
20|Gary Patterson|2000|2019|Texas Christian|20|242|172|70|0|.711|17|11|6|0|.647|
21|Keith Patterson|2011|2011|Pittsburgh|1|1|0|1|0|.000|1|0|1|0|.000|
22|Pat Patterson|1979|1979|Louisiana Tech|1|1|1|0|0|1.000|0|0|0|0||
23|James Patton|1953|1954|New Mexico State|2|18|2|16|0|.111|0|0|0|0||
24|Norman Payne|1913|1913|Baylor|1|10|3|4|3|.450|0|0|0|0||
25|Joe Peace|1988|1995|Louisiana Tech|8|88|40|44|4|.477|1|0|0|1|.500|record adjusted to 41-43-4 by NCAA
26|J.C. Pearson|1901|1902|Tufts|2|24|10|12|2|.458|0|0|0|0||
27|Francis Peay|1986|1991|Northwestern|6|66|13|51|2|.212|0|0|0|0||
28|Mike Pecarovich|1931|1939|Loyola Marymount|9|80|33|41|6|.450|0|0|0|0||
29|Dean Pees|1998|2003|Kent State|6|68|17|51|0|.250|0|0|0|0||
30|Bo Pelini|2003|2014|Nebraska|8|94|67|27|0|.713|7|4|3|0|.571|
31|Carl Pelini|2012|2018|Bowling Green State|3|25|7|18|0|.280|0|0|0|0||
32|Charley Pell|1977|1984|Florida|8|85|51|30|4|.624|5|2|3|0|.400|
33|Chris Pella|1983|1985|Utah State|3|33|9|24|0|.273|0|0|0|0||record adjusted to 10-23-0 by NCAA
34|Wilder Penfield|1914|1914|Princeton|1|8|5|2|1|.688|0|0|0|0||
35|Ray Perkins|1983|1992|Arkansas State|5|59|34|24|1|.585|3|3|0|0|1.000|
36|George Perles|1983|1994|Michigan State|12|139|73|62|4|.540|7|3|4|0|.429|record adjusted to 68-67-4 by NCAA
37|Doyt Perry|1962|1964|Bowling Green State|3|29|24|4|1|.845|0|0|0|0||
38|Chris Petersen|2006|2019|Washington|14|185|147|38|0|.795|13|7|6|0|.538|
39|Bill Peterson|1960|1971|Rice|12|126|65|49|12|.563|4|1|2|1|.375|
40|John Peterson|1951|1952|Northern Arizona|2|15|4|11|0|.267|0|0|0|0||
41|Bobby Petrino|2003|2018|Western Kentucky|14|175|119|56|0|.680|11|5|6|0|.455|
42|Paul Petrino|2013|2017|Idaho|5|60|19|41|0|.317|1|1|0|0|1.000|
43|Jerry Pettibone|1985|1996|Oregon State|12|132|46|84|2|.356|0|0|0|0||
44|T.M. Pfeiffer|1910|1910|Washington & Lee|1|7|4|3|0|.571|0|0|0|0||
45|Robert Pfohl|1917|1917|Newberry|1|6|0|6|0|.000|0|0|0|0||
46|James Phelan|1920|1947|Saint Mary's (CA)|27|232|136|82|14|.616|3|0|3|0|.000|
47|Bum Phillips|1962|1962|Texas-El Paso|1|9|4|5|0|.444|0|0|0|0||
48|Joker Phillips|2010|2012|Kentucky|3|37|13|24|0|.351|1|0|1|0|.000|
49|E.T. Pickering|1913|1914|Arkansas|2|18|11|7|0|.611|0|0|0|0||
50|Frank Piekarski|1905|1907|Washington & Jefferson|3|32|25|7|0|.781|0|0|0|0||
51|Bemus Pierce|1906|1906|Carlisle|1|12|9|3|0|.750|0|0|0|0||
52|Andy Pilney|1954|1961|Tulane|8|80|25|49|6|.350|0|0|0|0||
53|Gary Pinkel|1991|2015|Missouri|25|304|191|110|3|.633|11|7|4|0|.636|
54|Joseph Pipal|1907|1917|Oregon State|3|26|11|13|2|.462|0|0|0|0||
55|Malcolm Pitt|1943|1944|Richmond|2|15|8|7|0|.533|0|0|0|0||
56|Jim Pittman|1966|1971|Texas Christian|6|59|24|33|2|.424|1|1|0|0|1.000|
57|Boozer Pitts|1923|1927|Auburn|3|24|7|11|6|.417|0|0|0|0||
58|James Pixlee|1919|1937|George Washington|8|70|36|26|8|.571|0|0|0|0||
59|J.E. Platt|1903|1904|Texas A&M|2|17|11|5|1|.676|0|0|0|0||
60|Curtis Player|1934|1939|Centenary (LA)|6|70|37|27|6|.571|0|0|0|0||
61|Henry Poaque|1913|1913|Virginia Military Institute|1|10|7|1|2|.800|0|0|0|0||
62|Gresham Poe|1903|1903|Virginia|1|10|7|2|1|.750|0|0|0|0||
63|Johnny Poe|1896|1896|Navy|1|8|5|3|0|.625|0|0|0|0||
64|Brian Polian|2013|2016|Nevada|4|50|23|27|0|.460|2|1|1|0|.500|
65|J.B. Pollard|1906|1907|Davidson|2|13|7|3|3|.654|0|0|0|0||
66|J.W.H. Pollard|1901|1911|Washington & Lee|6|50|26|17|7|.590|0|0|0|0||
67|Ducky Pond|1937|1940|Yale|4|32|12|18|2|.406|0|0|0|0||
68|John Pont|1962|1977|Northwestern|16|167|63|101|3|.386|2|0|2|0|.000|
69|Larry Porter|2010|2011|Memphis|2|24|3|21|0|.125|0|0|0|0||
70|Frank Potts|1940|1945|Colorado|3|25|16|8|1|.660|0|0|0|0||
71|Walter Powell|1920|1920|Stanford|1|7|4|3|0|.571|0|0|0|0||
72|Warren Powers|1977|1984|Missouri|8|93|52|38|3|.575|5|3|2|0|.600|record adjusted to 53-37-3 by NCAA
73|Carl Prause|1922|1926|Citadel|5|47|27|19|1|.585|0|0|0|0||
74|Irving Pray|1919|1922|Louisiana State|2|18|9|9|0|.500|0|0|0|0||
75|Glenn Presnell|1942|1942|Nebraska|1|10|3|7|0|.300|0|0|0|0||
76|Edwin Price|1951|1956|Texas|6|61|33|27|1|.549|1|1|0|0|1.000|
77|Larry Price|1974|1976|Hawaii|3|33|15|18|0|.455|0|0|0|0||
78|Mike Price|1989|2017|Texas-El Paso|24|277|131|146|0|.473|8|3|5|0|.375|
79|Nibs Price|1926|1930|California|5|47|27|17|3|.606|1|0|1|0|.000|
80|Ron Prince|2006|2008|Kansas State|3|37|17|20|0|.459|1|0|1|0|.000|
81|Earl Pritchard|1917|1918|Oklahoma State|2|15|8|7|0|.533|0|0|0|0||
82|Joe Pritchard|1909|1909|Louisiana State|1|8|6|2|0|.750|0|0|0|0||
83|Tommy Prothro|1955|1970|UCLA|16|164|104|55|5|.649|4|2|2|0|.500|
84|Bob Pruett|1997|2004|Marshall|8|102|79|23|0|.775|7|5|2|0|.714|
85|Jeremy Pruitt|2018|2019|Tennessee|2|25|13|12|0|.520|1|1|0|0|1.000|
86|Dave Puddington|1968|1970|Kent State|3|30|9|21|0|.300|0|0|0|0||
87|Purinton|1904|1905|Bates|2|15|7|5|3|.567|0|0|0|0||
88|G.E. Pyle|1911|1913|Florida|3|21|14|5|2|.714|0|0|0|0||
1|Jan Quarless|1992|1992|Eastern Michigan|1|7|1|6|0|.143|0|0|0|0||
2|J.J. Quill|1906|1906|Sewanee|1|9|8|1|0|.889|0|0|0|0||
3|Jeff Quinn|2006|2014|Buffalo|7|58|21|37|0|.362|3|1|2|0|.333|
1|Harry Rabenhorst|1918|1919|Wake Forest|2|11|3|8|0|.273|0|0|0|0||
2|David Rader|1988|1999|Tulsa|12|134|50|83|1|.377|2|1|1|0|.500|
3|Dennis Raetz|1980|1981|Indiana State|2|22|11|10|1|.523|0|0|0|0||
4|Leonard Raffensperger|1950|1951|Iowa|2|18|5|10|3|.361|0|0|0|0||
5|Bill Raftery|1917|1921|Washington & Lee|4|33|23|10|0|.697|0|0|0|0||
6|Vito Ragazzo|1966|1970|Virginia Military Institute|5|51|10|41|0|.196|0|0|0|0||
7|Nick Ragus|1947|1948|Northern Arizona|2|17|5|12|0|.294|0|0|0|0||
8|Arthur Raimo|1951|1953|Villanova|3|27|16|10|1|.611|0|0|0|0||
